CustomerID,Recency,RecencyCluster,Frequency,FrequencyCluster,Revenue,RevenueCluster,OverallScore,m6_Revenue,LTVCluster,Segment_High-Value,Segment_Low-Value,Segment_Mid-Value
16659,70,0,2,0,39.12,0,0,39.12,0,FALSE,TRUE,FALSE
13885,70,0,5,0,107.65,0,0,107.65,0,FALSE,TRUE,FALSE
17708,68,0,9,0,156.48,0,0,156.48,0,FALSE,TRUE,FALSE
13131,68,0,14,0,324.9,0,0,290.9,0,FALSE,TRUE,FALSE
14891,68,0,27,0,449.38,0,0,449.38,0,FALSE,TRUE,FALSE
15038,68,0,29,0,116.09,0,0,304.13,0,FALSE,TRUE,FALSE
15796,67,0,15,0,231.13,0,0,231.13,0,FALSE,TRUE,FALSE
14682,68,0,1,0,31.2,0,0,31.2,0,FALSE,TRUE,FALSE
14512,68,0,9,0,148.96,0,0,148.96,0,FALSE,TRUE,FALSE
13668,68,0,29,0,302.81,0,0,453.73,0,FALSE,TRUE,FALSE
16883,68,0,21,0,148.7,0,0,148.7,0,FALSE,TRUE,FALSE
13637,68,0,29,0,262.25,0,0,262.25,0,FALSE,TRUE,FALSE
15245,68,0,16,0,486.24,0,0,486.24,0,FALSE,TRUE,FALSE
13610,68,0,29,0,124.65,0,0,124.65,0,FALSE,TRUE,FALSE
16963,68,0,7,0,110.55,0,0,110.55,0,FALSE,TRUE,FALSE
15704,68,0,27,0,568.47,0,0,568.47,0,FALSE,TRUE,FALSE
13682,68,0,3,0,59.5,0,0,59.5,0,FALSE,TRUE,FALSE
16654,68,0,1,0,35.4,0,0,35.4,0,FALSE,TRUE,FALSE
14659,68,0,25,0,216.63,0,0,529.18,0,FALSE,TRUE,FALSE
15462,68,0,5,0,105,0,0,169.8,0,FALSE,TRUE,FALSE
14466,68,0,10,0,310.05,0,0,796.8,0,FALSE,TRUE,FALSE
13410,68,0,2,0,140.4,0,0,140.4,0,FALSE,TRUE,FALSE
13983,68,0,6,0,135.69,0,0,647.05,0,FALSE,TRUE,FALSE
13865,67,0,10,0,159.22,0,0,277.44,0,FALSE,TRUE,FALSE
14312,67,0,16,0,260.57,0,0,453.17,0,FALSE,TRUE,FALSE
16906,67,0,6,0,181.3,0,0,181.3,0,FALSE,TRUE,FALSE
15687,66,0,15,0,275.35,0,0,837.08,0,FALSE,TRUE,FALSE
16849,67,0,8,0,124.57,0,0,124.57,0,FALSE,TRUE,FALSE
14215,67,0,11,0,176.16,0,0,176.16,0,FALSE,TRUE,FALSE
16298,67,0,7,0,114.3,0,0,114.3,0,FALSE,TRUE,FALSE
13880,67,0,17,0,312.94,0,0,312.94,0,FALSE,TRUE,FALSE
15095,67,0,2,0,-5.9,0,0,-5.9,0,FALSE,TRUE,FALSE
17190,67,0,1,0,-195,0,0,54.74,0,FALSE,TRUE,FALSE
15852,67,0,1,0,57.5,0,0,57.5,0,FALSE,TRUE,FALSE
16235,67,0,17,0,320.83,0,0,320.83,0,FALSE,TRUE,FALSE
15281,67,0,3,0,-27.9,0,0,112.47,0,FALSE,TRUE,FALSE
15805,66,0,11,0,200.64,0,0,652.95,0,FALSE,TRUE,FALSE
15260,67,0,16,0,387.88,0,0,387.88,0,FALSE,TRUE,FALSE
14732,67,0,23,0,302.72,0,0,922.8,0,FALSE,TRUE,FALSE
18016,67,0,18,0,164.01,0,0,534.26,0,FALSE,TRUE,FALSE
14135,67,0,6,0,320.2,0,0,1053.29,0,FALSE,TRUE,FALSE
12957,67,0,28,0,586.52,0,0,573.77,0,FALSE,TRUE,FALSE
15386,67,0,31,0,394.14,0,0,394.14,0,FALSE,TRUE,FALSE
17361,67,0,16,0,218.92,0,0,218.92,0,FALSE,TRUE,FALSE
14498,67,0,14,0,147.02,0,0,147.02,0,FALSE,TRUE,FALSE
14201,67,0,3,0,46.84,0,0,167.14,0,FALSE,TRUE,FALSE
15379,67,0,19,0,309.38,0,0,309.38,0,FALSE,TRUE,FALSE
16611,67,0,10,0,129.49,0,0,129.49,0,FALSE,TRUE,FALSE
14625,66,0,2,0,-13.5,0,0,-13.5,0,FALSE,TRUE,FALSE
16655,66,0,19,0,418.45,0,0,1032.13,0,FALSE,TRUE,FALSE
14542,66,0,5,0,103.25,0,0,103.25,0,FALSE,TRUE,FALSE
16153,66,0,16,0,298.19,0,0,298.19,0,FALSE,TRUE,FALSE
16825,66,0,11,0,318.7,0,0,775.18,0,FALSE,TRUE,FALSE
16817,66,0,13,0,230.18,0,0,438.17,0,FALSE,TRUE,FALSE
16949,66,0,10,0,388,0,0,388,0,FALSE,TRUE,FALSE
12868,66,0,14,0,248.06,0,0,248.06,0,FALSE,TRUE,FALSE
16462,66,0,1,0,34,0,0,0,0,FALSE,TRUE,FALSE
13220,66,0,1,0,166.8,0,0,166.8,0,FALSE,TRUE,FALSE
14867,66,0,5,0,96.14,0,0,96.14,0,FALSE,TRUE,FALSE
13643,66,0,6,0,87.9,0,0,519.44,0,FALSE,TRUE,FALSE
13784,66,0,2,0,255.96,0,0,411.48,0,FALSE,TRUE,FALSE
13330,66,0,14,0,392.4,0,0,805.11,0,FALSE,TRUE,FALSE
15969,66,0,10,0,308.7,0,0,308.7,0,FALSE,TRUE,FALSE
12891,66,0,1,0,85,0,0,85,0,FALSE,TRUE,FALSE
16092,66,0,1,0,-8.5,0,0,-38.5,0,FALSE,TRUE,FALSE
13283,66,0,2,0,25.5,0,0,93.66,0,FALSE,TRUE,FALSE
17874,66,0,6,0,122.76,0,0,122.76,0,FALSE,TRUE,FALSE
14880,66,0,18,0,234.07,0,0,234.07,0,FALSE,TRUE,FALSE
16081,66,0,21,0,424.24,0,0,424.24,0,FALSE,TRUE,FALSE
17124,66,0,32,0,298.89,0,0,298.89,0,FALSE,TRUE,FALSE
17987,66,0,13,0,198.57,0,0,198.57,0,FALSE,TRUE,FALSE
16763,66,0,1,0,-16.95,0,0,-16.95,0,FALSE,TRUE,FALSE
12990,66,0,4,0,166.4,0,0,312,0,FALSE,TRUE,FALSE
17026,66,0,1,0,121.68,0,0,121.68,0,FALSE,TRUE,FALSE
16841,66,0,16,0,306.68,0,0,615.44,0,FALSE,TRUE,FALSE
17707,66,0,2,0,68.7,0,0,68.7,0,FALSE,TRUE,FALSE
13395,66,0,21,0,307.72,0,0,307.72,0,FALSE,TRUE,FALSE
15799,66,0,15,0,161.02,0,0,161.02,0,FALSE,TRUE,FALSE
16218,66,0,6,0,-29.81,0,0,419.39,0,FALSE,TRUE,FALSE
14292,66,0,1,0,-4.95,0,0,547.09,0,FALSE,TRUE,FALSE
13476,66,0,1,0,-125,0,0,-125,0,FALSE,TRUE,FALSE
14227,66,0,1,0,-2.1,0,0,-2.1,0,FALSE,TRUE,FALSE
14958,66,0,16,0,181.63,0,0,181.63,0,FALSE,TRUE,FALSE
17854,66,0,3,0,199.5,0,0,199.5,0,FALSE,TRUE,FALSE
15449,66,0,17,0,301.78,0,0,301.78,0,FALSE,TRUE,FALSE
13094,10,3,11,0,393.18,0,3,393.18,0,FALSE,FALSE,TRUE
14315,10,3,22,0,652.35,0,3,652.35,0,FALSE,FALSE,TRUE
15955,1,3,26,0,525.54,0,3,971.87,0,FALSE,FALSE,TRUE
14543,7,3,9,0,399.95,0,3,728.53,0,FALSE,FALSE,TRUE
17531,1,3,15,0,293.45,0,3,293.45,0,FALSE,FALSE,TRUE
13248,5,3,26,0,465.68,0,3,465.68,0,FALSE,FALSE,TRUE
13435,7,3,30,0,694.98,0,3,694.98,0,FALSE,FALSE,TRUE
16458,4,3,29,0,421.1,0,3,995.62,0,FALSE,FALSE,TRUE
17644,1,3,19,0,298.8,0,3,711.61,0,FALSE,FALSE,TRUE
16209,0,3,28,0,474.75,0,3,620.47,0,FALSE,FALSE,TRUE
18236,10,3,28,0,517.99,0,3,626.49,0,FALSE,FALSE,TRUE
13552,4,3,22,0,354.53,0,3,780.05,0,FALSE,FALSE,TRUE
14462,1,3,25,0,437.14,0,3,735.06,0,FALSE,FALSE,TRUE
14180,3,3,23,0,421.3,0,3,749.65,0,FALSE,FALSE,TRUE
17429,1,3,25,0,325.26,0,3,325.26,0,FALSE,FALSE,TRUE
16098,8,3,28,0,702.19,0,3,702.19,0,FALSE,FALSE,TRUE
17659,9,3,22,0,345.42,0,3,654.28,0,FALSE,FALSE,TRUE
14191,2,3,29,0,713.05,0,3,1007.63,0,FALSE,FALSE,TRUE
13752,5,3,20,0,461.61,0,3,461.61,0,FALSE,FALSE,TRUE
12901,4,3,6,0,107.4,0,3,413.4,0,FALSE,FALSE,TRUE
15400,9,3,5,0,197.9,0,3,302.9,0,FALSE,FALSE,TRUE
13162,3,3,20,0,386.6,0,3,386.6,0,FALSE,FALSE,TRUE
15241,8,3,28,0,379.46,0,3,724.38,0,FALSE,FALSE,TRUE
14060,11,3,27,0,649.14,0,3,649.14,0,FALSE,FALSE,TRUE
13538,1,3,7,0,292.05,0,3,391.05,0,FALSE,FALSE,TRUE
17961,4,3,19,0,93.59,0,3,109.44,0,FALSE,FALSE,TRUE
15058,5,3,32,0,504.9,0,3,504.9,0,FALSE,FALSE,TRUE
13213,9,3,28,0,548.6,0,3,548.6,0,FALSE,FALSE,TRUE
15299,4,3,2,0,-648,0,3,824,0,FALSE,FALSE,TRUE
15411,5,3,22,0,382.21,0,3,382.21,0,FALSE,FALSE,TRUE
14397,7,3,5,0,143.16,0,3,810.46,0,FALSE,FALSE,TRUE
15271,10,3,22,0,349.2,0,3,643.82,0,FALSE,FALSE,TRUE
13450,5,3,22,0,742.92,0,3,1048.74,0,FALSE,FALSE,TRUE
16570,8,3,11,0,276.32,0,3,712.14,0,FALSE,FALSE,TRUE
16775,3,3,21,0,221.33,0,3,221.33,0,FALSE,FALSE,TRUE
14053,5,3,4,0,260.25,0,3,260.25,0,FALSE,FALSE,TRUE
16316,10,3,3,0,-105.08,0,3,621.02,0,FALSE,FALSE,TRUE
15985,4,3,11,0,137.84,0,3,137.84,0,FALSE,FALSE,TRUE
17562,2,3,13,0,235.3,0,3,235.3,0,FALSE,FALSE,TRUE
13217,3,3,4,0,-259.94,0,3,-259.94,0,FALSE,FALSE,TRUE
17293,0,3,26,0,397.68,0,3,961.29,0,FALSE,FALSE,TRUE
16814,11,3,32,0,558.78,0,3,675.1,0,FALSE,FALSE,TRUE
16929,8,3,28,0,428.88,0,3,534.66,0,FALSE,FALSE,TRUE
13984,7,3,3,0,-330.38,0,3,-330.38,0,FALSE,FALSE,TRUE
17512,2,3,28,0,589.48,0,3,1041.16,0,FALSE,FALSE,TRUE
13769,3,3,15,0,279.48,0,3,1026.14,0,FALSE,FALSE,TRUE
16174,7,3,21,0,626.35,0,3,626.35,0,FALSE,FALSE,TRUE
16609,3,3,22,0,343.99,0,3,343.99,0,FALSE,FALSE,TRUE
16365,4,3,20,0,198.15,0,3,479.36,0,FALSE,FALSE,TRUE
17941,11,3,2,0,304.56,0,3,304.56,0,FALSE,FALSE,TRUE
14947,11,3,10,0,178.5,0,3,178.5,0,FALSE,FALSE,TRUE
14239,11,3,6,0,120.5,0,3,585.85,0,FALSE,FALSE,TRUE
15625,9,3,9,0,297.84,0,3,297.84,0,FALSE,FALSE,TRUE
17053,9,3,14,0,496.38,0,3,496.38,0,FALSE,FALSE,TRUE
17676,7,3,15,0,199.16,0,3,508.4,0,FALSE,FALSE,TRUE
13167,11,3,23,0,174.64,0,3,416.76,0,FALSE,FALSE,TRUE
16551,11,3,11,0,306.1,0,3,611.05,0,FALSE,FALSE,TRUE
14403,11,3,1,0,204,0,3,204,0,FALSE,FALSE,TRUE
12844,11,3,28,0,174.88,0,3,325.96,0,FALSE,FALSE,TRUE
14567,11,3,13,0,800.76,0,3,794.86,0,FALSE,FALSE,TRUE
14341,11,3,18,0,321.29,0,3,321.29,0,FALSE,FALSE,TRUE
17615,11,3,3,0,57.3,0,3,57.3,0,FALSE,FALSE,TRUE
14738,11,3,1,0,-4.56,0,3,322.25,0,FALSE,FALSE,TRUE
17282,11,3,5,0,687,0,3,687,0,FALSE,FALSE,TRUE
16774,11,3,1,0,-6.6,0,3,112.72,0,FALSE,FALSE,TRUE
16172,11,3,11,0,249,0,3,588.86,0,FALSE,FALSE,TRUE
12828,11,3,12,0,227,0,3,550.11,0,FALSE,FALSE,TRUE
15410,10,3,14,0,340.74,0,3,727.48,0,FALSE,FALSE,TRUE
15187,10,3,1,0,99.6,0,3,660.94,0,FALSE,FALSE,TRUE
13023,10,3,20,0,336.4,0,3,689.9,0,FALSE,FALSE,TRUE
15120,10,3,1,0,-15,0,3,-15,0,FALSE,FALSE,TRUE
15342,10,3,24,0,406.09,0,3,406.09,0,FALSE,FALSE,TRUE
16607,9,3,12,0,128.82,0,3,610.57,0,FALSE,FALSE,TRUE
17788,10,3,3,0,16.7,0,3,16.7,0,FALSE,FALSE,TRUE
14133,10,3,12,0,287.64,0,3,287.64,0,FALSE,FALSE,TRUE
15602,10,3,1,0,-12.75,0,3,112.29,0,FALSE,FALSE,TRUE
15024,10,3,2,0,69.6,0,3,580.9,0,FALSE,FALSE,TRUE
16712,10,3,14,0,168.05,0,3,650.85,0,FALSE,FALSE,TRUE
13805,10,3,6,0,500.24,0,3,500.24,0,FALSE,FALSE,TRUE
17809,10,3,14,0,116.01,0,3,399.21,0,FALSE,FALSE,TRUE
15125,10,3,1,0,-3.75,0,3,192.25,0,FALSE,FALSE,TRUE
15810,10,3,1,0,-2.08,0,3,-2.08,0,FALSE,FALSE,TRUE
16628,10,3,2,0,-5.01,0,3,563.2,0,FALSE,FALSE,TRUE
14857,9,3,1,0,-7.47,0,3,643.13,0,FALSE,FALSE,TRUE
17887,9,3,10,0,111.35,0,3,111.35,0,FALSE,FALSE,TRUE
13717,9,3,15,0,201.77,0,3,389.25,0,FALSE,FALSE,TRUE
16150,9,3,25,0,444.22,0,3,768.9,0,FALSE,FALSE,TRUE
18178,9,3,29,0,490.87,0,3,490.87,0,FALSE,FALSE,TRUE
16419,9,3,11,0,112.09,0,3,112.09,0,FALSE,FALSE,TRUE
15374,9,3,3,0,168,0,3,168,0,FALSE,FALSE,TRUE
14737,9,3,7,0,647.75,0,3,647.75,0,FALSE,FALSE,TRUE
18241,4,3,15,0,265.25,0,3,534.9,0,FALSE,FALSE,TRUE
17656,9,3,18,0,341.58,0,3,473.98,0,FALSE,FALSE,TRUE
17940,9,3,3,0,162,0,3,162,0,FALSE,FALSE,TRUE
13106,9,3,1,0,-17,0,3,-17,0,FALSE,FALSE,TRUE
18055,9,3,15,0,310.33,0,3,310.33,0,FALSE,FALSE,TRUE
16835,9,3,5,0,99.1,0,3,99.1,0,FALSE,FALSE,TRUE
15804,9,3,1,0,-250,0,3,813.58,0,FALSE,FALSE,TRUE
14972,9,3,18,0,114.77,0,3,114.77,0,FALSE,FALSE,TRUE
17848,9,3,1,0,148.72,0,3,148.72,0,FALSE,FALSE,TRUE
12917,9,3,2,0,594,0,3,594,0,FALSE,FALSE,TRUE
15133,8,3,12,0,324.52,0,3,324.52,0,FALSE,FALSE,TRUE
14825,8,3,6,0,132.05,0,3,443.49,0,FALSE,FALSE,TRUE
14640,8,3,24,0,496.24,0,3,802.31,0,FALSE,FALSE,TRUE
13791,8,3,4,0,579,0,3,579,0,FALSE,FALSE,TRUE
16915,8,3,2,0,173.7,0,3,173.7,0,FALSE,FALSE,TRUE
